,id,mention,cui,start_index,end_index,sentence,uniq_cui
1076,1076,mercurium,['C0025424'],133,142,"In hoofdstuk 38 en 39 van ""Radix Mundi"" geeft hij een gedetailleerde beschrijving van het alchemistische proces en de aanwending van mercurium (kwik) voor het zuiveren van metalen.",C0025424
1077,1077,bicarbonaat,['C2722820'],97,108,"De maag heeft als beschermingsmechanisme tegen zuur een hoge slijmproductie met een hoge pH door bicarbonaat, zodat het zuur geneutraliseerd wordt en niet snel kan inwerken op de maagwand.",C2722820
1078,1078,sacrale wervels,['C3669209'],73,88,"De wervelkolom bestaat uit tien halswervels, dertien ruggenwervels, vijf sacrale wervels en ruim vijfendertig staartwervels — het precieze aantal van de laatste is onbekend.",C3669209
1079,1079,kootje,['C0584876'],57,63,Het holle bovenvlak van bovenste gewricht van het tweede kootje van de tweede teen wordt verstevigd door een verticale richel.,C0584876
1080,1080,fluor,['C0016330'],31,36,"Men ging experimenteren met F (fluor) lasers die een golflengte van 157 nm hadden, maar uiteindelijk besloot men zich te richten op de vertrouwde golflengte van 193 nm en de immersielithografie verder te ontwikkelen, waardoor met dit licht kleinere details te verkrijgen waren.",C0016330
1081,1081,uitscheiding,['C0221102'],18,30,Apana beheerst de uitscheiding van afvalstoffen in het lichaam via de stofwisseling.,C0221102
1082,1082,kooldioxide,['C0007012'],97,108,"Trimix bestaat in hoofdzaak uit een gasmengsel van zuurstof, stikstof en helium (kleine fracties kooldioxide en bijvoorbeeld argon, zoals die van nature in de omringende lucht voorkomen, worden buiten beschouwing gelaten).",C0007012
1083,1083,nekwervels,['C3665420'],29,39,"De wervelkolom bestaat uit 7 nekwervels, 12 borstwervels, 5 lendenwervels, het heiligbeen (5 aaneengegroeide wervels) en het staartbeen (4 of 5 aaneengegroeide wervels).",C3665420
1084,1084,staartbeen,['C0009194'],125,135,"De wervelkolom bestaat uit 7 nekwervels, 12 borstwervels, 5 lendenwervels, het heiligbeen (5 aaneengegroeide wervels) en het staartbeen (4 of 5 aaneengegroeide wervels).",C0009194
1085,1085,orgaanstelsel,['C0460002'],34,47,In de biologie is een apparaat of orgaanstelsel het samenstel van organen dat een bepaalde functie vervult.,C0460002
1086,1086,spijsverteringsstelsel,['C0017189'],57,79,Grazers hebben hierom een langer of groter dan gemiddeld spijsverteringsstelsel.,C0017189
1087,1087,COVID-19,"['C5203670', 'CL1381981']",91,99,Het seizoen werd echter voortijdig afgebroken door de maatregelen in de bestrijding van de COVID-19-uitbraak.,C5203670
1088,1088,aderverkalking,['C0004153'],50,64,is ongezond omdat dit een verhoogde kans geeft op aderverkalking en hart- en vaatziekten.,C0004153
1089,1089,atomen,['C0567415'],64,70,"Voor de verdere ontwikkeling van de theorie voor de binding die atomen in moleculen samenhoudt, zijn deze faseverschillen erg belangrijk.",C0567415
1090,1090,Lymeziekte,"['C0024198', 'C0752235']",50,60,"De smaragdhagedis is een van de hagedissen die de Lymeziekte veroorzakende bacterie ""Borrelia lusitaniae"" kan dragen.",C0024198
1091,1091,sepsis,['C0036690'],61,67,"In de laatste fase van langdurige ziekte kan sprake zijn van sepsis, longziekte, bloedingen, nier- en/of leverfalen.",C0036690
1092,1092,carbolzuur,['C0070570'],130,140,"Naast insecticiden werd er ook geëxperimenteerd met andere stoffen om van de kevers af te komen, zoals water, zeep, chloorkalk en carbolzuur.",C0070570
1093,1093,ademhalingssysteem,['C0035237'],89,107,"Pneumatisering, het doortrokken zijn van luchtholten, van het bot, wijst erop dat er een ademhalingssysteem aanwezig was dat gebruik maakte van luchtzakken, die de lucht steeds in één richting door de stijve longen persten, net als bij de huidige vogels.",C0035237
1094,1094,pervitine,['C0025611'],36,45,"Hij was opvliegend van aard, slikte pervitine, dronk liters jenever en had het voornamelijk voorzien op Joden en priesters. Kotalla stond onder andere bekend om zijn wreedheid tijdens het dagelijks appel, waarbij hij gevangenen schopte en sloeg met een knuppel.",C0025611
1095,1095,aderverkalking,['C0004153'],51,65,Door het bloedverdunnende effect van alcohol wordt aderverkalking tegengewerkt.,C0004153
1096,1096,pedofiel,['C0030764'],168,176,"In een artikel in de Irish Times van 2021 werd Schrödingers patroon van serieel misbruik door de krant aangemerkt als een ""gedrag [dat] voldeed aan het profiel van een pedofiel in de algemeen aanvaarde betekenis van die term.""",C0030764
1097,1097,paranoïde,['C1456784'],8,17,"De term paranoïde verwijst in dit verband niet naar verregaande wanen of psychosen, maar naar een aanhoudend en ongegrond wantrouwen in mensen.",C1456784
1098,1098,flatulentie,['C0016204'],118,129,"Andere afbraakproducten zijn waterstof, koolstofdioxide evenals andere gassen die bij daarvoor gevoelige personen tot flatulentie kunnen leiden.",C0016204
1099,1099,DMSO,['C0012403'],151,155,"De vrijgekomen lignine kan worden gebruikt als bindmiddel, bijvoorbeeld voor karton, als een lijm voor linoleum, als grondstof voor chemicaliën (zoals DMSO en vanilline) of als brandstof.",C0012403
1100,1100,antibiotische,['C0003232'],73,86,Wittekool heeft een hoog vitamine C gehalte en bevat thiocyanaat dat een antibiotische werking heeft.,C0003232
1101,1101,arteriën,['C0003842'],32,40,"De tijdens ontspanning verwijde arteriën in de aangedane zijde van het hoofd vernauwen zich niet maar zwellen juist ongeremd op, als gevolg van de stijgende bloeddruk als bijvoorbeeld de remslaap begint of anderszins een beroep gedaan wordt op de compenserende werking van het sympathisch zenuwstelsel in dit gebied.",C0003842
1102,1102,achterdocht,['C1456784'],19,30,"Dit kan leiden tot achterdocht, verdere terugtrekking in een sociaal isolement en angstverschijnselen.",C1456784
1103,1103,angstverschijnselen,"['C0003469', 'C0154455']",82,101,"Dit kan leiden tot achterdocht, verdere terugtrekking in een sociaal isolement en angstverschijnselen.",C0003469
1104,1104,therapeutische insteek,['C0087111'],58,80,Psychische aandoeningen kunnen afhankelijk van de aard en therapeutische insteek worden behandeld met onder andere psychofarmaca en/of psychotherapie door psychiater en/of gezondheidszorgpsycholoog.,C0087111
1105,1105,onderkoeling,['C0020672'],66,78,Op 15 augustus 1942 begonnen de Duitsers ook met experimenten met onderkoeling van het menselijk lichaam.,C0020672
1106,1106,mitochondria,['C0026237'],107,119,EndosymbiontentheorieDe endosymbiontentheorie (symbiogenese) is de theorie die de herkomst verklaart van mitochondria en chloroplasten in eukaryote cellen door endosymbiose.,C0026237
1107,1107,gezicht,['C0015450'],17,24,Om het hoofd een gezicht te geven wordt het voorzien van twee ogen gemaakt van bijvoorbeeld twee steenkooltjes.,C0015450
1108,1108,impulsief,['C0021125'],271,280,Antisociale persoonlijkheidsstoornisDe antisociale persoonlijkheidsstoornis en in de ICD-10 de dissociale persoonlijkheidsstoornis is een persoonlijkheidsstoornis die wordt gekenmerkt door een patroon van veronachtzaming of schending van de rechten van anderen en door impulsief en antisociaal gedrag.,C0021125
1109,1109,sacrale wervels,['C3669209'],13,28,Er zijn vijf sacrale wervels met het bekken verbonden inclusief een ingevangen dorsosacrale wervel; achteraan bevindt zich een caudosacrale wervel wat het aantal volgens sommige onderzoekers op zes brengt.,C3669209
1110,1110,sacrale wervels,['C3669209'],77,92,"De wervelkolom is verdeeld in tien halswervels, vijftien ruggenwervels, drie sacrale wervels en ongeveer vijfenveertig tot vijftig staartwervels.",C3669209
1111,1111,influenza,['C0021400'],58,67,"Berucht waren buiktyfus, difterie, dysenterie, malaria en influenza.",C0021400
1112,1112,psychotische,"['C0029516', 'C0033975']",66,78,"Paranoia is vaak (al dan niet in lichtere vorm) een onderdeel van psychotische aandoeningen, met name schizofrenie of een waanstoornis, maar kan ook voorkomen bij niet-psychotische aandoeningen, zoals de paranoïde persoonlijkheidsstoornis.",C0029516
1113,1113,quaaludes,['C0025627'],46,55,"Naast alcohol experimenteerde Belushi ook met quaaludes, mescaline, LSD, amfetamines en vooral cocaïne.",C0025627
1114,1114,chirurg,['C0038894'],49,56,Bogart werd in New York geboren als zoon van een chirurg uit Manhattan en een illustratrice.,C0038894
1115,1115,natriumbicarbonaat,['C0074722'],92,110,"NatronNatron is in het dagelijks spraakgebruik een mengsel van natriumwaterstofcarbonaat (natriumbicarbonaat) en natriumcarbonaat (soda) zoals dat wordt gevonden aan de randen van geconcentreerde zoutmeren in de Egyptische woestijn, zoals bij Wadi Natroen.",C0074722
1116,1116,zenuwziektes,"['C0031117', 'C0442874', 'C1335029']",114,126,"In de 19e eeuw werden extracten van de wolfskers gebruikt voor de behandeling van geelzucht, roodvonk, kinkhoest, zenuwziektes en epilepsie.",C0031117
1117,1117,zwangere vrouwen,['C0032961'],56,72,"Zo konden chronisch zieken, gehandicapten, bejaarden en zwangere vrouwen over het algemeen geen lid worden van het ziekenfonds.",C0032961
1118,1118,hartaanval,['C0027051'],41,51,Hij stierf op 64-jarige leeftijd aan een hartaanval en ligt begraven op Forest Lawn in de Hollywood Hills.,C0027051
1119,1119,comorbide stoorniss,['C0009488'],137,156,"OCS wordt vanuit neuropsychologisch perspectief als een homogene stoornis beschouwd, al kunnen veel van de symptomen het gevolg zijn van comorbide stoornissen.",C0009488
1120,1120,borderline,['C0006012'],92,102,Dissociatie kan ook deel uitmaken van andere psychische ziektebeelden (bijvoorbeeld PTSS of borderline).,C0006012
1121,1121,epitheelweefsel,"['C0014609', 'CL448688']",91,106,"""kieste"" of ""kiste"") is een abnormale en pathologische lichaamsholte die afgelijnd is door epitheelweefsel.",C0014609
1122,1122,wanen,['C0011253'],25,30,"Als er ook sprake is van wanen, kan depersonalisatie een teken zijn van schizofrenie.",C0011253
1123,1123,wanen,['C0011253'],141,146,"De depersonalisatiestoornis is een psychische aandoening waarbij de patiënt een gevoel van vervreemding ervaart, zonder dat er sprake is van wanen.",C0011253
1124,1124,mitochondriën,['C0026237'],64,77,Van deze hydrogenosomen is het aannemelijk dat ze afstammen van mitochondriën.,C0026237
1125,1125,alprozalam,['C0002333'],36,46,"Met name benzodiazepinen (diazepam, alprozalam etc.) worden vaak gebruikt om symptomen van angst te bestrijden.",C0002333
1126,1126,sulfaten,['C3536965'],99,107,"Tevens wordt kalkmelk gebruikt in de zuivering van afvalwater van de hydrometallurgie, met name om sulfaten (SO) neer te slaan tot calciumsulfaat (CaSO) of gips.",C3536965
1127,1127,houtproductie,['C0043217'],108,121,"Belangrijke industrieën zijn de papierproductie, het inblikken van lokaal geproduceerd fruit, meubelbouw en houtproductie.",C0043217
1128,1128,gouden,['C0018026'],25,31,Sedert 1967 wordt er een gouden rand geslagen.,C0018026
1129,1129,eierstokkanker,"['C0919267', 'C1140680', 'C1299247']",51,65,"Radner werd in 1986 geconfronteerd met de diagnose eierstokkanker, waaraan Wilder haar in 1989 verloor.",C0919267
1130,1130,traumatische ervaring,['C3203533'],78,99,De stoornis kan optreden direct nadat iemand is blootgesteld aan een ernstige traumatische ervaring (in de volksmond ook wel aangeduid als shock).,C3203533
1131,1131,symptomen,['C1457887'],3,12,"De symptomen zijn herbeleving (nachtmerries of flashbacks), angst, onbeheersbare gedachten of juist vermijding van herinneringen of emotionele uitschakeling hiervan, ernstige prikkelbaarheid en slaapstoornissen, extreme spanning als gevolg van bepaalde prikkels, irritatie en hevige schrikreacties.",C1457887
1132,1132,duizelig,['C0012833'],119,127,"De persoon heeft tijdens een aanval een verhoogd hartritme, transpireert, heeft ademhalingsproblemen, kan misselijk of duizelig worden en heeft soms koude rillingen.",C0012833
1133,1133,ATP,['C0001480'],76,79,"Het ""kopgedeelte"" van myosine bindt zich aan het actinefilament en gebruikt ATP-hydrolyse voor het verkrijgen van de benodigde energie om langs het filament te ""lopen"" richting het haakvormige (+)eind (met uitzondering van the myosine VI, dat zich beweegt naar het puntige (-)eind).",C0001480
1134,1134,hepatitis,"['C0019189', 'C0001308', 'C0019158', 'C0149519']",30,39,Daarnaast is ook een vorm van hepatitis gevonden bij exemplaren die in gevangenschap werden gehouden en plotseling stopten met eten.,C0019189
1135,1135,tyfus,"['C0041471', 'C0041472', 'C0041473', 'C0343758']",37,42,In 1771 leed Paul aan een aanval van tyfus.,C0041471
1136,1136,Strychnine,['C0202474'],61,71,"Ook giftige plantendelen worden wel gegeten, als het dier de Strychninehoudende bloesem van de braaknoot eet kan dit voor de kikker zelfs fataal zijn.",C0202474
1137,1137,koolmonoxide,['C0007018'],58,70,"organische verbindingen zoals suikers, maar ook ammoniak, koolmonoxide, gereduceerde metaalionen of uit waterstofgas.",C0007018
1138,1138,niet voortplanten,['C0021359'],58,75,De diploïde hybride die uit de kruising ontstond kon zich niet voortplanten.,C0021359
1139,1139,isopropanol,['C0022237'],33,44,"Het gebruik van tatoe-inkten met isopropanol is vanaf 4 januari 2022 in de EU verboden, op grond van de REACH-regulering.",C0022237
1140,1140,COVID-19,"['C5203670', 'CL1381981']",141,149,"Giro 555 werd hierbij ingezet om de arme landen te helpen bij de vaccinaties, zodat ook in deze landen iedereen gevaccineerd kon worden voor COVID-19.",C5203670
1141,1141,neuron,['C0027882'],153,159,"Een actiepotentiaal is in de fysiologie een zelfstandig gegenereerde golf van elektrische ontlading over de membraan van een exciteerbare cel, zoals een neuron of een spiercel.",C0027882
1142,1142,trauma,['C3263723'],4,10,Het traumamechanisme omvat de wijze waarop een trauma ontstaat.,C3263723
1143,1143,Miltvuur,['C0003175'],27,35,"Galahad belandt in Kasteel Miltvuur, dat bewoond wordt door bloedmooie vrouwen.",C0003175
1144,1144,cranium,['C0037303'],81,88,"Zo zouden de soorten niet genoeg verschillen in hun morfologie, met name van het cranium.",C0037303
1145,1145,Ileus,['C1258215'],107,112,"Meconium leidt bij pasgeboren kinderen met de taaislijmziekte vaak tot een verstopping van het darmkanaal (Ileus), ook wel meconiumileus genoemd.",C1258215
1146,1146,zaad,['C0036614'],110,114,"Een andere versie is dat Nessus Deianira aanraadde zijn bloed, in sommige versies ook nog vermengd met Nessus zaad, te verzamelen.",C0036614
1147,1147,TIA,"['C0917805', 'C0007787', 'C0155728']",57,60,Later die week maakte zijn manager bekend dat Hankey een TIA had gehad.,C0917805
1148,1148,mitochondria,['C0026237'],87,99,"Deze melkzuurgisting vindt onder andere in de rode bloedcellen plaats, omdat deze geen mitochondria hebben, maar ook bij zware inspanning in de spieren, omdat de spiercellen tijdens de zware inspanning voor de aerobe dissimilatie van glucose onvoldoende zuurstof krijgen.",C0026237
1149,1149,PCP,['C0031381'],88,91,"Voorbeelden van inhibitoren van de NMDA-receptor zijn APV, ketamine, dextromethorfan en PCP (fencyclidine).",C0031381
1150,1150,kernige,['C0007610'],7,14,", veel-kernige, cel.",C0007610
1151,1151,ATP,['C0001480'],65,68,"Bij de glycolyse komt energie vrij, doordat ADP wordt omgezet in ATP, en NAD+ in NADH.",C0001480
1152,1152,isopropanol,['C0022237'],72,83,"In combinatie met verschillende organische oplosmiddelen (zoals aceton, isopropanol of di-ethylether) wordt het in het laboratorium gebruikt bij koelbaden en kunnen temperaturen tot −100°",C0022237
1153,1153,balzak,['C0036471'],76,82,"Een verstoring van de hormoonhuishouding, bijvoorbeeld door een beschadigde balzak leidt tot afwijkende geweien.",C0036471
1154,1154,COVID-19,"['C5203670', 'CL1381981']",99,107,"""Hoe is het mogelijk dat een rationeel dier zo veel kletspraat accepteert?""Pinker constateert dat COVID-19 niet alleen tot een pandemie heeft geleid, maar ook tot een wirwar van ongecontroleerde verhalen.",C5203670
1155,1155,therapeutisch,['C0087111'],148,161,"Dit doorgangshuis vormde de bakermat van de huidige organisatie ""De Hoenderloo Groep"", die in 1993 ontstond door een fusie met het orthopedagogisch-therapeutisch instituut t Wezeveld, de Meester Gangelschool en de Cornelis Beetsschool te Hoenderloo.",C0087111
1156,1156,prozac,['C0016365'],35,41,"Een ander woord voor fluoxetine is prozac, en heeft theoretisch gezien ongeveer hetzelfde effect als clomipramine.",C0016365
